raw_candidate_id,exec_candidate_id,raw_true_safe,exec_true_safe,raw_unsafe,exec_unsafe,raw_utility,exec_utility,utility_retention,action_changed,action_distance,fallback,false_safe,exec_pred_safe,raw_embb_prb,raw_urllc_prb,exec_embb_prb,exec_urllc_prb,controller,method,candidate_group_id,num_candidates_in_group,safe_ratio_true,safe_ratio_pred_mean,safe_ratio_cert_q90,safe_ratio_fixed_ucb_1,safe_ratio_fixed_ucb_164
4,4,1,1,0.0,0.0,0.76313806,0.76313806,0.9999999999986896,0.0,0.0,0.0,0.0,1.0,39.0,11.0,39.0,11.0,Greedy-SLA,Fixed-UCB-1sigma-Shield,9,5,0.6,0.6,0.6,0.6,0.6
4,4,1,1,0.0,0.0,0.76313806,0.76313806,0.9999999999986896,0.0,0.0,0.0,0.0,1.0,39.0,11.0,39.0,11.0,Greedy-SLA,Fixed-UCB-1.64sigma-Shield,9,5,0.6,0.6,0.6,0.6,0.6
4,4,1,1,0.0,0.0,0.76313806,0.76313806,0.9999999999986896,0.0,0.0,0.0,0.0,1.0,39.0,11.0,39.0,11.0,DT-Top1,Full-CertiTwin-q90,9,5,0.6,0.6,0.6,0.6,0.6
4,4,1,1,0.0,0.0,0.76313806,0.76313806,0.9999999999986896,0.0,0.0,0.0,0.0,1.0,39.0,11.0,39.0,11.0,DT-Top1,SLA-Rule-Shield,9,5,0.6,0.6,0.6,0.6,0.6
4,4,1,1,0.0,0.0,0.76313806,0.76313806,0.9999999999986896,0.0,0.0,0.0,0.0,1.0,39.0,11.0,39.0,11.0,DT-Top1,Fixed-UCB-1sigma-Shield,9,5,0.6,0.6,0.6,0.6,0.6
4,4,1,1,0.0,0.0,0.76313806,0.76313806,0.9999999999986896,0.0,0.0,0.0,0.0,1.0,39.0,11.0,39.0,11.0,DT-Top1,Fixed-UCB-1.64sigma-Shield,9,5,0.6,0.6,0.6,0.6,0.6
2,2,1,1,0.0,0.0,0.6677499,0.6677499,0.9999999999985024,0.0,0.0,0.0,0.0,1.0,21.0,29.0,21.0,29.0,PF,Full-CertiTwin-q90,10,5,0.6,0.6,0.6,0.6,0.6
2,2,1,1,0.0,0.0,0.6677499,0.6677499,0.9999999999985024,0.0,0.0,0.0,0.0,1.0,21.0,29.0,21.0,29.0,PF,SLA-Rule-Shield,10,5,0.6,0.6,0.6,0.6,0.6
2,2,1,1,0.0,0.0,0.6677499,0.6677499,0.9999999999985024,0.0,0.0,0.0,0.0,1.0,21.0,29.0,21.0,29.0,PF,Fixed-UCB-1sigma-Shield,10,5,0.6,0.6,0.6,0.6,0.6
2,2,1,1,0.0,0.0,0.6677499,0.6677499,0.9999999999985024,0.0,0.0,0.0,0.0,1.0,21.0,29.0,21.0,29.0,PF,Fixed-UCB-1.64sigma-Shield,10,5,0.6,0.6,0.6,0.6,0.6
4,4,1,1,0.0,0.0,0.76313806,0.76313806,0.9999999999986896,0.0,0.0,0.0,0.0,1.0,39.0,11.0,39.0,11.0,Greedy-SLA,Full-CertiTwin-q90,10,5,0.6,0.6,0.6,0.6,0.6
4,4,1,1,0.0,0.0,0.76313806,0.76313806,0.9999999999986896,0.0,0.0,0.0,0.0,1.0,39.0,11.0,39.0,11.0,Greedy-SLA,SLA-Rule-Shield,10,5,0.6,0.6,0.6,0.6,0.6
4,4,1,1,0.0,0.0,0.76313806,0.76313806,0.9999999999986896,0.0,0.0,0.0,0.0,1.0,39.0,11.0,39.0,11.0,Greedy-SLA,Fixed-UCB-1sigma-Shield,10,5,0.6,0.6,0.6,0.6,0.6
4,4,1,1,0.0,0.0,0.76313806,0.76313806,0.9999999999986896,0.0,0.0,0.0,0.0,1.0,39.0,11.0,39.0,11.0,Greedy-SLA,Fixed-UCB-1.64sigma-Shield,10,5,0.6,0.6,0.6,0.6,0.6
0,2,0,1,1.0,0.0,0.76278657,0.6677499,0.875408569397236,1.0,21.0,0.0,0.0,1.0,0.0,29.0,21.0,29.0,DT-Top1,Full-CertiTwin-q90,10,5,0.6,0.6,0.6,0.6,0.6
0,4,0,1,1.0,0.0,0.76278657,0.76313806,1.000460797309265,1.0,57.0,0.0,0.0,1.0,0.0,29.0,39.0,11.0,DT-Top1,SLA-Rule-Shield,10,5,0.6,0.6,0.6,0.6,0.6
0,2,0,1,1.0,0.0,0.76278657,0.6677499,0.875408569397236,1.0,21.0,0.0,0.0,1.0,0.0,29.0,21.0,29.0,DT-Top1,Fixed-UCB-1sigma-Shield,10,5,0.6,0.6,0.6,0.6,0.6
0,2,0,1,1.0,0.0,0.76278657,0.6677499,0.875408569397236,1.0,21.0,0.0,0.0,1.0,0.0,29.0,21.0,29.0,DT-Top1,Fixed-UCB-1.64sigma-Shield,10,5,0.6,0.6,0.6,0.6,0.6
2,2,1,1,0.0,0.0,0.6677499,0.6677499,0.9999999999985024,0.0,0.0,0.0,0.0,1.0,21.0,29.0,21.0,29.0,PF,Full-CertiTwin-q90,11,5,0.6,0.6,0.6,0.6,0.6
2,2,1,1,0.0,0.0,0.6677499,0.6677499,0.9999999999985024,0.0,0.0,0.0,0.0,1.0,21.0,29.0,21.0,29.0,PF,SLA-Rule-Shield,11,5,0.6,0.6,0.6,0.6,0.6
2,2,1,1,0.0,0.0,0.6677499,0.6677499,0.9999999999985024,0.0,0.0,0.0,0.0,1.0,21.0,29.0,21.0,29.0,PF,Fixed-UCB-1sigma-Shield,11,5,0.6,0.6,0.6,0.6,0.6
2,2,1,1,0.0,0.0,0.6677499,0.6677499,0.9999999999985024,0.0,0.0,0.0,0.0,1.0,21.0,29.0,21.0,29.0,PF,Fixed-UCB-1.64sigma-Shield,11,5,0.6,0.6,0.6,0.6,0.6
0,2,0,1,1.0,0.0,0.76278657,0.6677499,0.875408569397236,1.0,21.0,0.0,0.0,1.0,0.0,29.0,21.0,29.0,Greedy-SLA,Full-CertiTwin-q90,11,5,0.6,0.6,0.6,0.6,0.6
0,4,0,1,1.0,0.0,0.76278657,0.7526786,0.9867486261576592,1.0,57.0,0.0,0.0,1.0,0.0,29.0,39.0,11.0,Greedy-SLA,SLA-Rule-Shield,11,5,0.6,0.6,0.6,0.6,0.6
0,2,0,1,1.0,0.0,0.76278657,0.6677499,0.875408569397236,1.0,21.0,0.0,0.0,1.0,0.0,29.0,21.0,29.0,Greedy-SLA,Fixed-UCB-1sigma-Shield,11,5,0.6,0.6,0.6,0.6,0.6
0,2,0,1,1.0,0.0,0.76278657,0.6677499,0.875408569397236,1.0,21.0,0.0,0.0,1.0,0.0,29.0,21.0,29.0,Greedy-SLA,Fixed-UCB-1.64sigma-Shield,11,5,0.6,0.6,0.6,0.6,0.6
0,2,0,1,1.0,0.0,0.76278657,0.6677499,0.875408569397236,1.0,21.0,0.0,0.0,1.0,0.0,29.0,21.0,29.0,DT-Top1,Full-CertiTwin-q90,11,5,0.6,0.6,0.6,0.6,0.6
0,4,0,1,1.0,0.0,0.76278657,0.7526786,0.9867486261576592,1.0,57.0,0.0,0.0,1.0,0.0,29.0,39.0,11.0,DT-Top1,SLA-Rule-Shield,11,5,0.6,0.6,0.6,0.6,0.6
0,2,0,1,1.0,0.0,0.76278657,0.6677499,0.875408569397236,1.0,21.0,0.0,0.0,1.0,0.0,29.0,21.0,29.0,DT-Top1,Fixed-UCB-1sigma-Shield,11,5,0.6,0.6,0.6,0.6,0.6
0,2,0,1,1.0,0.0,0.76278657,0.6677499,0.875408569397236,1.0,21.0,0.0,0.0,1.0,0.0,29.0,21.0,29.0,DT-Top1,Fixed-UCB-1.64sigma-Shield,11,5,0.6,0.6,0.6,0.6,0.6
2,2,1,1,0.0,0.0,0.6677499,0.6677499,0.9999999999985024,0.0,0.0,0.0,0.0,1.0,21.0,29.0,21.0,29.0,PF,Full-CertiTwin-q90,12,5,0.6,0.6,0.6,0.6,0.6
2,2,1,1,0.0,0.0,0.6677499,0.6677499,0.9999999999985024,0.0,0.0,0.0,0.0,1.0,21.0,29.0,21.0,29.0,PF,SLA-Rule-Shield,12,5,0.6,0.6,0.6,0.6,0.6
2,2,1,1,0.0,0.0,0.6677499,0.6677499,0.9999999999985024,0.0,0.0,0.0,0.0,1.0,21.0,29.0,21.0,29.0,PF,Fixed-UCB-1sigma-Shield,12,5,0.6,0.6,0.6,0.6,0.6
2,2,1,1,0.0,0.0,0.6677499,0.6677499,0.9999999999985024,0.0,0.0,0.0,0.0,1.0,21.0,29.0,21.0,29.0,PF,Fixed-UCB-1.64sigma-Shield,12,5,0.6,0.6,0.6,0.6,0.6
4,4,1,1,0.0,0.0,0.76313806,0.76313806,0.9999999999986896,0.0,0.0,0.0,0.0,1.0,39.0,11.0,39.0,11.0,Greedy-SLA,Full-CertiTwin-q90,12,5,0.6,0.6,0.6,0.6,0.6
4,4,1,1,0.0,0.0,0.76313806,0.76313806,0.9999999999986896,0.0,0.0,0.0,0.0,1.0,39.0,11.0,39.0,11.0,Greedy-SLA,SLA-Rule-Shield,12,5,0.6,0.6,0.6,0.6,0.6
4,4,1,1,0.0,0.0,0.76313806,0.76313806,0.9999999999986896,0.0,0.0,0.0,0.0,1.0,39.0,11.0,39.0,11.0,Greedy-SLA,Fixed-UCB-1sigma-Shield,12,5,0.6,0.6,0.6,0.6,0.6
4,4,1,1,0.0,0.0,0.76313806,0.76313806,0.9999999999986896,0.0,0.0,0.0,0.0,1.0,39.0,11.0,39.0,11.0,Greedy-SLA,Fixed-UCB-1.64sigma-Shield,12,5,0.6,0.6,0.6,0.6,0.6
0,2,0,1,1.0,0.0,0.76278657,0.6677499,0.875408569397236,1.0,21.0,0.0,0.0,1.0,0.0,29.0,21.0,29.0,DT-Top1,Full-CertiTwin-q90,12,5,0.6,0.6,0.6,0.6,0.6
0,4,0,1,1.0,0.0,0.76278657,0.76313806,1.000460797309265,1.0,57.0,0.0,0.0,1.0,0.0,29.0,39.0,11.0,DT-Top1,SLA-Rule-Shield,12,5,0.6,0.6,0.6,0.6,0.6
0,2,0,1,1.0,0.0,0.76278657,0.6677499,0.875408569397236,1.0,21.0,0.0,0.0,1.0,0.0,29.0,21.0,29.0,DT-Top1,Fixed-UCB-1sigma-Shield,12,5,0.6,0.6,0.6,0.6,0.6
0,2,0,1,1.0,0.0,0.76278657,0.6677499,0.875408569397236,1.0,21.0,0.0,0.0,1.0,0.0,29.0,21.0,29.0,DT-Top1,Fixed-UCB-1.64sigma-Shield,12,5,0.6,0.6,0.6,0.6,0.6
2,2,1,1,0.0,0.0,0.6677499,0.6677499,0.9999999999985024,0.0,0.0,0.0,0.0,1.0,21.0,29.0,21.0,29.0,PF,Full-CertiTwin-q90,13,5,0.6,0.6,0.6,0.6,0.6
2,2,1,1,0.0,0.0,0.6677499,0.6677499,0.9999999999985024,0.0,0.0,0.0,0.0,1.0,21.0,29.0,21.0,29.0,PF,SLA-Rule-Shield,13,5,0.6,0.6,0.6,0.6,0.6
2,2,1,1,0.0,0.0,0.6677499,0.6677499,0.9999999999985024,0.0,0.0,0.0,0.0,1.0,21.0,29.0,21.0,29.0,PF,Fixed-UCB-1sigma-Shield,13,5,0.6,0.6,0.6,0.6,0.6
2,2,1,1,0.0,0.0,0.6677499,0.6677499,0.9999999999985024,0.0,0.0,0.0,0.0,1.0,21.0,29.0,21.0,29.0,PF,Fixed-UCB-1.64sigma-Shield,13,5,0.6,0.6,0.6,0.6,0.6
4,4,1,1,0.0,0.0,0.76313806,0.76313806,0.9999999999986896,0.0,0.0,0.0,0.0,1.0,39.0,11.0,39.0,11.0,Greedy-SLA,Full-CertiTwin-q90,13,5,0.6,0.6,0.6,0.6,0.6
4,4,1,1,0.0,0.0,0.76313806,0.76313806,0.9999999999986896,0.0,0.0,0.0,0.0,1.0,39.0,11.0,39.0,11.0,Greedy-SLA,SLA-Rule-Shield,13,5,0.6,0.6,0.6,0.6,0.6
4,4,1,1,0.0,0.0,0.76313806,0.76313806,0.9999999999986896,0.0,0.0,0.0,0.0,1.0,39.0,11.0,39.0,11.0,Greedy-SLA,Fixed-UCB-1sigma-Shield,13,5,0.6,0.6,0.6,0.6,0.6
4,4,1,1,0.0,0.0,0.76313806,0.76313806,0.9999999999986896,0.0,0.0,0.0,0.0,1.0,39.0,11.0,39.0,11.0,Greedy-SLA,Fixed-UCB-1.64sigma-Shield,13,5,0.6,0.6,0.6,0.6,0.6
0,2,0,1,1.0,0.0,0.76278657,0.6677499,0.875408569397236,1.0,21.0,0.0,0.0,1.0,0.0,29.0,21.0,29.0,DT-Top1,Full-CertiTwin-q90,13,5,0.6,0.6,0.6,0.6,0.6
0,4,0,1,1.0,0.0,0.76278657,0.76313806,1.000460797309265,1.0,57.0,0.0,0.0,1.0,0.0,29.0,39.0,11.0,DT-Top1,SLA-Rule-Shield,13,5,0.6,0.6,0.6,0.6,0.6
0,2,0,1,1.0,0.0,0.76278657,0.6677499,0.875408569397236,1.0,21.0,0.0,0.0,1.0,0.0,29.0,21.0,29.0,DT-Top1,Fixed-UCB-1sigma-Shield,13,5,0.6,0.6,0.6,0.6,0.6
0,2,0,1,1.0,0.0,0.76278657,0.6677499,0.875408569397236,1.0,21.0,0.0,0.0,1.0,0.0,29.0,21.0,29.0,DT-Top1,Fixed-UCB-1.64sigma-Shield,13,5,0.6,0.6,0.6,0.6,0.6
2,2,1,1,0.0,0.0,0.6677499,0.6677499,0.9999999999985024,0.0,0.0,0.0,0.0,1.0,21.0,29.0,21.0,29.0,PF,Full-CertiTwin-q90,14,5,0.6,0.6,0.6,0.6,0.6
2,2,1,1,0.0,0.0,0.6677499,0.6677499,0.9999999999985024,0.0,0.0,0.0,0.0,1.0,21.0,29.0,21.0,29.0,PF,SLA-Rule-Shield,14,5,0.6,0.6,0.6,0.6,0.6
2,2,1,1,0.0,0.0,0.6677499,0.6677499,0.9999999999985024,0.0,0.0,0.0,0.0,1.0,21.0,29.0,21.0,29.0,PF,Fixed-UCB-1sigma-Shield,14,5,0.6,0.6,0.6,0.6,0.6
2,2,1,1,0.0,0.0,0.6677499,0.6677499,0.9999999999985024,0.0,0.0,0.0,0.0,1.0,21.0,29.0,21.0,29.0,PF,Fixed-UCB-1.64sigma-Shield,14,5,0.6,0.6,0.6,0.6,0.6
4,4,1,1,0.0,0.0,0.76313806,0.76313806,0.9999999999986896,0.0,0.0,0.0,0.0,1.0,39.0,11.0,39.0,11.0,Greedy-SLA,Full-CertiTwin-q90,14,5,0.6,0.6,0.6,0.6,0.6
4,4,1,1,0.0,0.0,0.76313806,0.76313806,0.9999999999986896,0.0,0.0,0.0,0.0,1.0,39.0,11.0,39.0,11.0,Greedy-SLA,SLA-Rule-Shield,14,5,0.6,0.6,0.6,0.6,0.6
4,4,1,1,0.0,0.0,0.76313806,0.76313806,0.9999999999986896,0.0,0.0,0.0,0.0,1.0,39.0,11.0,39.0,11.0,Greedy-SLA,Fixed-UCB-1sigma-Shield,14,5,0.6,0.6,0.6,0.6,0.6
4,4,1,1,0.0,0.0,0.76313806,0.76313806,0.9999999999986896,0.0,0.0,0.0,0.0,1.0,39.0,11.0,39.0,11.0,Greedy-SLA,Fixed-UCB-1.64sigma-Shield,14,5,0.6,0.6,0.6,0.6,0.6
0,2,0,1,1.0,0.0,0.76278657,0.6677499,0.875408569397236,1.0,21.0,0.0,0.0,1.0,0.0,29.0,21.0,29.0,DT-Top1,Full-CertiTwin-q90,14,5,0.6,0.6,0.6,0.6,0.6
0,4,0,1,1.0,0.0,0.76278657,0.76313806,1.000460797309265,1.0,57.0,0.0,0.0,1.0,0.0,29.0,39.0,11.0,DT-Top1,SLA-Rule-Shield,14,5,0.6,0.6,0.6,0.6,0.6
0,2,0,1,1.0,0.0,0.76278657,0.6677499,0.875408569397236,1.0,21.0,0.0,0.0,1.0,0.0,29.0,21.0,29.0,DT-Top1,Fixed-UCB-1sigma-Shield,14,5,0.6,0.6,0.6,0.6,0.6
0,2,0,1,1.0,0.0,0.76278657,0.6677499,0.875408569397236,1.0,21.0,0.0,0.0,1.0,0.0,29.0,21.0,29.0,DT-Top1,Fixed-UCB-1.64sigma-Shield,14,5,0.6,0.6,0.6,0.6,0.6
2,2,1,1,0.0,0.0,0.6677499,0.6677499,0.9999999999985024,0.0,0.0,0.0,0.0,1.0,21.0,29.0,21.0,29.0,PF,Full-CertiTwin-q90,15,5,0.6,0.6,0.6,0.6,0.6
2,2,1,1,0.0,0.0,0.6677499,0.6677499,0.9999999999985024,0.0,0.0,0.0,0.0,1.0,21.0,29.0,21.0,29.0,PF,SLA-Rule-Shield,15,5,0.6,0.6,0.6,0.6,0.6
2,2,1,1,0.0,0.0,0.6677499,0.6677499,0.9999999999985024,0.0,0.0,0.0,0.0,1.0,21.0,29.0,21.0,29.0,PF,Fixed-UCB-1sigma-Shield,15,5,0.6,0.6,0.6,0.6,0.6
2,2,1,1,0.0,0.0,0.6677499,0.6677499,0.9999999999985024,0.0,0.0,0.0,0.0,1.0,21.0,29.0,21.0,29.0,PF,Fixed-UCB-1.64sigma-Shield,15,5,0.6,0.6,0.6,0.6,0.6
4,4,1,1,0.0,0.0,0.76313806,0.76313806,0.9999999999986896,0.0,0.0,0.0,0.0,1.0,39.0,11.0,39.0,11.0,Greedy-SLA,Full-CertiTwin-q90,15,5,0.6,0.6,0.6,0.6,0.6
4,4,1,1,0.0,0.0,0.76313806,0.76313806,0.9999999999986896,0.0,0.0,0.0,0.0,1.0,39.0,11.0,39.0,11.0,Greedy-SLA,SLA-Rule-Shield,15,5,0.6,0.6,0.6,0.6,0.6
4,4,1,1,0.0,0.0,0.76313806,0.76313806,0.9999999999986896,0.0,0.0,0.0,0.0,1.0,39.0,11.0,39.0,11.0,Greedy-SLA,Fixed-UCB-1sigma-Shield,15,5,0.6,0.6,0.6,0.6,0.6
4,4,1,1,0.0,0.0,0.76313806,0.76313806,0.9999999999986896,0.0,0.0,0.0,0.0,1.0,39.0,11.0,39.0,11.0,Greedy-SLA,Fixed-UCB-1.64sigma-Shield,15,5,0.6,0.6,0.6,0.6,0.6
0,2,0,1,1.0,0.0,0.76278657,0.6677499,0.875408569397236,1.0,21.0,0.0,0.0,1.0,0.0,29.0,21.0,29.0,DT-Top1,Full-CertiTwin-q90,15,5,0.6,0.6,0.6,0.6,0.6
0,4,0,1,1.0,0.0,0.76278657,0.76313806,1.000460797309265,1.0,57.0,0.0,0.0,1.0,0.0,29.0,39.0,11.0,DT-Top1,SLA-Rule-Shield,15,5,0.6,0.6,0.6,0.6,0.6
0,2,0,1,1.0,0.0,0.76278657,0.6677499,0.875408569397236,1.0,21.0,0.0,0.0,1.0,0.0,29.0,21.0,29.0,DT-Top1,Fixed-UCB-1sigma-Shield,15,5,0.6,0.6,0.6,0.6,0.6
0,2,0,1,1.0,0.0,0.76278657,0.6677499,0.875408569397236,1.0,21.0,0.0,0.0,1.0,0.0,29.0,21.0,29.0,DT-Top1,Fixed-UCB-1.64sigma-Shield,15,5,0.6,0.6,0.6,0.6,0.6
2,2,1,1,0.0,0.0,0.6677499,0.6677499,0.9999999999985024,0.0,0.0,0.0,0.0,1.0,21.0,29.0,21.0,29.0,PF,Full-CertiTwin-q90,16,5,0.6,0.6,0.6,0.6,0.6
2,2,1,1,0.0,0.0,0.6677499,0.6677499,0.9999999999985024,0.0,0.0,0.0,0.0,1.0,21.0,29.0,21.0,29.0,PF,SLA-Rule-Shield,16,5,0.6,0.6,0.6,0.6,0.6
2,2,1,1,0.0,0.0,0.6677499,0.6677499,0.9999999999985024,0.0,0.0,0.0,0.0,1.0,21.0,29.0,21.0,29.0,PF,Fixed-UCB-1sigma-Shield,16,5,0.6,0.6,0.6,0.6,0.6
2,2,1,1,0.0,0.0,0.6677499,0.6677499,0.9999999999985024,0.0,0.0,0.0,0.0,1.0,21.0,29.0,21.0,29.0,PF,Fixed-UCB-1.64sigma-Shield,16,5,0.6,0.6,0.6,0.6,0.6
4,4,1,1,0.0,0.0,0.76313806,0.76313806,0.9999999999986896,0.0,0.0,0.0,0.0,1.0,39.0,11.0,39.0,11.0,Greedy-SLA,Full-CertiTwin-q90,16,5,0.6,0.6,0.6,0.6,0.6
4,4,1,1,0.0,0.0,0.76313806,0.76313806,0.9999999999986896,0.0,0.0,0.0,0.0,1.0,39.0,11.0,39.0,11.0,Greedy-SLA,SLA-Rule-Shield,16,5,0.6,0.6,0.6,0.6,0.6
4,4,1,1,0.0,0.0,0.76313806,0.76313806,0.9999999999986896,0.0,0.0,0.0,0.0,1.0,39.0,11.0,39.0,11.0,Greedy-SLA,Fixed-UCB-1sigma-Shield,16,5,0.6,0.6,0.6,0.6,0.6
4,4,1,1,0.0,0.0,0.76313806,0.76313806,0.9999999999986896,0.0,0.0,0.0,0.0,1.0,39.0,11.0,39.0,11.0,Greedy-SLA,Fixed-UCB-1.64sigma-Shield,16,5,0.6,0.6,0.6,0.6,0.6
0,2,0,1,1.0,0.0,0.76278657,0.6677499,0.875408569397236,1.0,21.0,0.0,0.0,1.0,0.0,29.0,21.0,29.0,DT-Top1,Full-CertiTwin-q90,16,5,0.6,0.6,0.6,0.6,0.6
0,4,0,1,1.0,0.0,0.76278657,0.76313806,1.000460797309265,1.0,57.0,0.0,0.0,1.0,0.0,29.0,39.0,11.0,DT-Top1,SLA-Rule-Shield,16,5,0.6,0.6,0.6,0.6,0.6
0,2,0,1,1.0,0.0,0.76278657,0.6677499,0.875408569397236,1.0,21.0,0.0,0.0,1.0,0.0,29.0,21.0,29.0,DT-Top1,Fixed-UCB-1sigma-Shield,16,5,0.6,0.6,0.6,0.6,0.6
0,2,0,1,1.0,0.0,0.76278657,0.6677499,0.875408569397236,1.0,21.0,0.0,0.0,1.0,0.0,29.0,21.0,29.0,DT-Top1,Fixed-UCB-1.64sigma-Shield,16,5,0.6,0.6,0.6,0.6,0.6
2,2,1,1,0.0,0.0,0.6677499,0.6677499,0.9999999999985024,0.0,0.0,0.0,0.0,1.0,21.0,29.0,21.0,29.0,PF,Full-CertiTwin-q90,17,5,0.6,0.6,0.6,0.6,0.6
2,2,1,1,0.0,0.0,0.6677499,0.6677499,0.9999999999985024,0.0,0.0,0.0,0.0,1.0,21.0,29.0,21.0,29.0,PF,SLA-Rule-Shield,17,5,0.6,0.6,0.6,0.6,0.6
2,2,1,1,0.0,0.0,0.6677499,0.6677499,0.9999999999985024,0.0,0.0,0.0,0.0,1.0,21.0,29.0,21.0,29.0,PF,Fixed-UCB-1sigma-Shield,17,5,0.6,0.6,0.6,0.6,0.6
2,2,1,1,0.0,0.0,0.6677499,0.6677499,0.9999999999985024,0.0,0.0,0.0,0.0,1.0,21.0,29.0,21.0,29.0,PF,Fixed-UCB-1.64sigma-Shield,17,5,0.6,0.6,0.6,0.6,0.6
4,4,1,1,0.0,0.0,0.76313806,0.76313806,0.9999999999986896,0.0,0.0,0.0,0.0,1.0,39.0,11.0,39.0,11.0,Greedy-SLA,Full-CertiTwin-q90,17,5,0.6,0.6,0.6,0.6,0.6
4,4,1,1,0.0,0.0,0.76313806,0.76313806,0.9999999999986896,0.0,0.0,0.0,0.0,1.0,39.0,11.0,39.0,11.0,Greedy-SLA,SLA-Rule-Shield,17,5,0.6,0.6,0.6,0.6,0.6
4,4,1,1,0.0,0.0,0.76313806,0.76313806,0.9999999999986896,0.0,0.0,0.0,0.0,1.0,39.0,11.0,39.0,11.0,Greedy-SLA,Fixed-UCB-1sigma-Shield,17,5,0.6,0.6,0.6,0.6,0.6
4,4,1,1,0.0,0.0,0.76313806,0.76313806,0.9999999999986896,0.0,0.0,0.0,0.0,1.0,39.0,11.0,39.0,11.0,Greedy-SLA,Fixed-UCB-1.64sigma-Shield,17,5,0.6,0.6,0.6,0.6,0.6
0,2,0,1,1.0,0.0,0.77741534,0.6677499,0.8589358424534574,1.0,21.0,0.0,0.0,1.0,0.0,29.0,21.0,29.0,DT-Top1,Full-CertiTwin-q90,17,5,0.6,0.6,0.6,0.6,0.6
0,4,0,1,1.0,0.0,0.77741534,0.76313806,0.981634939180668,1.0,57.0,0.0,0.0,1.0,0.0,29.0,39.0,11.0,DT-Top1,SLA-Rule-Shield,17,5,0.6,0.6,0.6,0.6,0.6
0,2,0,1,1.0,0.0,0.77741534,0.6677499,0.8589358424534574,1.0,21.0,0.0,0.0,1.0,0.0,29.0,21.0,29.0,DT-Top1,Fixed-UCB-1sigma-Shield,17,5,0.6,0.6,0.6,0.6,0.6
0,2,0,1,1.0,0.0,0.77741534,0.6677499,0.8589358424534574,1.0,21.0,0.0,0.0,1.0,0.0,29.0,21.0,29.0,DT-Top1,Fixed-UCB-1.64sigma-Shield,17,5,0.6,0.6,0.6,0.6,0.6
2,2,1,1,0.0,0.0,0.6677499,0.6677499,0.9999999999985024,0.0,0.0,0.0,0.0,1.0,21.0,29.0,21.0,29.0,PF,Full-CertiTwin-q90,18,5,0.6,0.6,0.6,0.6,0.6
2,2,1,1,0.0,0.0,0.6677499,0.6677499,0.9999999999985024,0.0,0.0,0.0,0.0,1.0,21.0,29.0,21.0,29.0,PF,SLA-Rule-Shield,18,5,0.6,0.6,0.6,0.6,0.6
2,2,1,1,0.0,0.0,0.6677499,0.6677499,0.9999999999985024,0.0,0.0,0.0,0.0,1.0,21.0,29.0,21.0,29.0,PF,Fixed-UCB-1sigma-Shield,18,5,0.6,0.6,0.6,0.6,0.6
2,2,1,1,0.0,0.0,0.6677499,0.6677499,0.9999999999985024,0.0,0.0,0.0,0.0,1.0,21.0,29.0,21.0,29.0,PF,Fixed-UCB-1.64sigma-Shield,18,5,0.6,0.6,0.6,0.6,0.6
4,4,1,1,0.0,0.0,0.76313806,0.76313806,0.9999999999986896,0.0,0.0,0.0,0.0,1.0,39.0,11.0,39.0,11.0,Greedy-SLA,Full-CertiTwin-q90,18,5,0.6,0.6,0.6,0.6,0.6
4,4,1,1,0.0,0.0,0.76313806,0.76313806,0.9999999999986896,0.0,0.0,0.0,0.0,1.0,39.0,11.0,39.0,11.0,Greedy-SLA,SLA-Rule-Shield,18,5,0.6,0.6,0.6,0.6,0.6
4,4,1,1,0.0,0.0,0.76313806,0.76313806,0.9999999999986896,0.0,0.0,0.0,0.0,1.0,39.0,11.0,39.0,11.0,Greedy-SLA,Fixed-UCB-1sigma-Shield,18,5,0.6,0.6,0.6,0.6,0.6
4,4,1,1,0.0,0.0,0.76313806,0.76313806,0.9999999999986896,0.0,0.0,0.0,0.0,1.0,39.0,11.0,39.0,11.0,Greedy-SLA,Fixed-UCB-1.64sigma-Shield,18,5,0.6,0.6,0.6,0.6,0.6
0,2,0,1,1.0,0.0,0.76278657,0.6677499,0.875408569397236,1.0,21.0,0.0,0.0,1.0,0.0,29.0,21.0,29.0,DT-Top1,Full-CertiTwin-q90,18,5,0.6,0.6,0.6,0.6,0.6
0,4,0,1,1.0,0.0,0.76278657,0.76313806,1.000460797309265,1.0,57.0,0.0,0.0,1.0,0.0,29.0,39.0,11.0,DT-Top1,SLA-Rule-Shield,18,5,0.6,0.6,0.6,0.6,0.6
0,2,0,1,1.0,0.0,0.76278657,0.6677499,0.875408569397236,1.0,21.0,0.0,0.0,1.0,0.0,29.0,21.0,29.0,DT-Top1,Fixed-UCB-1sigma-Shield,18,5,0.6,0.6,0.6,0.6,0.6
0,2,0,1,1.0,0.0,0.76278657,0.6677499,0.875408569397236,1.0,21.0,0.0,0.0,1.0,0.0,29.0,21.0,29.0,DT-Top1,Fixed-UCB-1.64sigma-Shield,18,5,0.6,0.6,0.6,0.6,0.6
2,2,1,1,0.0,0.0,0.6677499,0.6677499,0.9999999999985024,0.0,0.0,0.0,0.0,1.0,21.0,29.0,21.0,29.0,PF,Full-CertiTwin-q90,19,5,0.6,0.6,0.6,0.6,0.6
